Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Total Time (hrs/day),Calls Duration (hrs/day),Apps Installed Category
45,Other,Delhi,Apple,Android,6.4,15.3,96,5.7,3191,7.9,4.6,1082,Social Media,25.241666666666667,0.6416666666666667,Low
49,Female,Ahmedabad,Realme,iOS,8.4,28.8,16,0.7,3036,3.3,3.7,1184,Gaming,17.14333333333333,1.0433333333333334,Very Low
17,Other,Mumbai,OnePlus,Android,4.1,20.9,161,5.0,3385,7.8,2.3,1139,Education,19.69833333333333,0.4983333333333333,High
33,Other,Delhi,Realme,Android,8.7,7.5,42,4.6,8676,3.0,1.9,366,Gaming,22.51,4.3100000000000005,Very Low
41,Other,Jaipur,OnePlus,iOS,6.6,44.6,28,2.6,4031,1.5,0.3,395,Education,11.938333333333333,0.9383333333333332,Very Low
45,Other,Hyderabad,OnePlus,Android,3.9,3.6,183,5.6,3338,7.6,4.9,929,Gaming,24.571666666666665,2.5716666666666668,High
25,Female,Delhi,Realme,iOS,1.5,19.1,17,2.0,5411,7.5,4.6,1540,Education,19.52,3.92,Very Low
60,Other,Delhi,Xiaomi,Android,7.9,32.2,65,2.2,4387,7.3,4.1,171,Entertainment,25.46666666666667,3.966666666666667,Low
59,Other,Lucknow,Oppo,Android,7.2,1.0,93,3.6,3533,3.2,3.5,541,Work,19.956666666666667,2.4566666666666666,Low
23,Female,Bangalore,Xiaomi,Android,3.2,32.2,112,4.1,6328,1.9,2.0,252,Social Media,12.736666666666666,1.5366666666666666,Medium
21,Male,Ahmedabad,Realme,Android,2.7,25.3,169,5.9,2312,4.0,1.8,185,Gaming,15.675000000000002,1.275,High
16,Male,Chennai,Oppo,Android,8.2,8.4,142,0.9,8059,1.2,4.6,1804,Work,18.78833333333333,3.8883333333333336,Medium
15,Other,Kolkata,Vivo,iOS,11.4,20.4,47,1.6,4815,7.8,4.2,535,Work,27.851666666666667,2.8516666666666666,Very Low
20,Female,Jaipur,Oppo,Android,9.3,10.9,144,3.5,4535,1.7,2.8,1130,Entertainment,19.03,1.73,Medium
37,Male,Hyderabad,Motorola,Android,9.7,26.3,31,3.8,9853,7.8,4.9,644,Social Media,27.76833333333333,1.5683333333333331,Very Low
18,Other,Bangalore,Google Pixel,Android,10.7,24.8,184,1.0,9616,2.0,3.8,1542,Work,20.345,2.845,High
33,Other,Delhi,Samsung,Android,8.3,46.6,175,0.6,9944,7.4,4.2,1390,Social Media,20.973333333333333,0.4733333333333333,High
21,Male,Jaipur,Google Pixel,iOS,12.0,18.0,113,3.1,1204,1.3,2.0,1766,Work,21.925,3.525,Medium
28,Other,Ahmedabad,Oppo,Android,10.1,23.4,78,5.7,5198,4.1,1.6,1712,Gaming,24.986666666666665,3.4866666666666664,Low
26,Female,Jaipur,Google Pixel,Android,5.5,8.5,132,1.4,2955,3.0,0.5,388,Entertainment,13.863333333333332,3.4633333333333334,Medium
51,Other,Ahmedabad,Oppo,Android,5.4,49.1,126,1.3,187,5.2,0.7,1496,Entertainment,14.378333333333334,1.778333333333333,Medium
43,Other,Bangalore,Samsung,Android,4.8,22.0,187,3.7,8962,6.1,4.8,519,Social Media,19.79833333333333,0.3983333333333333,High
37,Female,Ahmedabad,Xiaomi,iOS,6.2,22.0,58,3.6,625,3.4,4.1,198,Entertainment,20.74833333333333,3.4483333333333333,Low
34,Female,Hyderabad,Vivo,iOS,8.2,43.2,14,5.1,1312,6.5,3.9,1861,Work,24.21,0.51,Very Low
45,Male,Pune,Vivo,iOS,3.9,15.1,124,5.0,1599,4.5,1.7,1484,Gaming,16.248333333333335,1.1483333333333334,Medium
26,Female,Lucknow,Oppo,iOS,7.0,27.7,82,3.9,3790,5.4,3.2,1004,Entertainment,22.816666666666663,3.316666666666667,Low
26,Other,Kolkata,Google Pixel,iOS,9.4,16.1,52,0.8,5732,1.0,4.4,1882,Work,17.618333333333336,2.018333333333333,Very Low
55,Female,Chennai,Motorola,Android,7.5,4.2,171,1.0,8505,4.6,3.7,364,Work,17.983333333333334,1.1833333333333331,High
20,Male,Chennai,Realme,Android,4.0,2.5,83,4.3,891,0.7,3.4,706,Education,16.061666666666667,3.661666666666666,Low
41,Female,Lucknow,Apple,iOS,10.1,38.2,126,3.5,2472,3.7,4.4,1901,Education,22.805000000000003,1.105,Medium
25,Female,Mumbai,Motorola,iOS,6.4,8.4,168,3.4,4312,1.1,2.4,651,Gaming,13.395,0.095,High
31,Other,Mumbai,Nokia,iOS,9.5,20.0,185,5.2,4643,5.7,2.5,529,Social Media,27.885,4.985,High
36,Other,Jaipur,Nokia,Android,1.7,1.7,103,3.0,737,2.6,2.9,810,Entertainment,13.186666666666667,2.9866666666666664,Low
24,Male,Lucknow,Samsung,iOS,11.1,31.5,94,3.3,6017,1.2,2.3,1413,Work,20.861666666666665,2.9616666666666664,Low
34,Other,Pune,Oppo,iOS,11.0,16.9,56,4.7,4364,7.9,4.4,1038,Work,29.33833333333333,1.3383333333333334,Very Low
33,Other,Pune,Vivo,iOS,7.1,29.7,149,3.1,7909,4.7,3.9,281,Education,21.14833333333333,2.3483333333333336,Medium
43,Male,Ahmedabad,Xiaomi,iOS,3.8,25.4,80,2.4,824,3.4,1.0,1093,Education,11.715,1.115,Low
20,Other,Chennai,Samsung,iOS,8.5,49.5,136,0.5,8540,2.2,4.4,880,Social Media,18.925,3.325,Medium
26,Other,Hyderabad,Realme,Android,1.7,39.0,14,1.8,2268,7.2,1.0,669,Work,14.963333333333331,3.2633333333333336,Very Low
49,Other,Lucknow,Google Pixel,iOS,7.1,27.5,182,3.5,9288,7.2,2.5,1342,Social Media,22.593333333333334,2.293333333333333,High
48,Male,Pune,Realme,Android,7.0,28.3,106,5.0,6815,2.5,3.4,775,Work,19.351666666666667,1.4516666666666669,Medium
23,Male,Bangalore,Samsung,Android,2.9,47.3,92,4.0,3099,2.7,1.9,525,Social Media,14.011666666666668,2.5116666666666663,Low
23,Male,Delhi,Apple,Android,3.1,18.1,132,3.6,2624,2.3,1.6,1594,Work,14.453333333333331,3.853333333333333,Medium
40,Female,Kolkata,Realme,Android,6.9,16.6,164,1.2,5691,4.3,3.3,872,Entertainment,16.785,1.085,High
42,Other,Mumbai,Xiaomi,Android,3.4,31.8,77,2.6,4230,7.4,1.7,1159,Social Media,18.633333333333333,3.533333333333333,Low
52,Male,Bangalore,OnePlus,iOS,1.3,15.1,72,0.9,6597,1.0,1.0,1841,Social Media,8.216666666666667,4.016666666666667,Low
59,Male,Delhi,Google Pixel,Android,10.2,32.6,175,3.6,6366,5.5,3.0,1744,Social Media,25.5,3.2,High
58,Female,Jaipur,Apple,iOS,11.2,14.3,106,5.7,7811,7.7,3.1,363,Gaming,32.49666666666667,4.796666666666667,Medium
59,Other,Hyderabad,OnePlus,Android,9.9,31.3,52,4.7,5833,2.2,0.1,268,Education,20.843333333333334,3.943333333333333,Very Low
59,Male,Kolkata,Oppo,Android,6.4,47.2,173,5.9,5604,6.5,3.2,1404,Education,25.87833333333333,3.878333333333333,High
15,Other,Kolkata,Nokia,iOS,9.5,34.1,22,3.1,3896,1.3,2.3,782,Entertainment,16.638333333333332,0.4383333333333333,Very Low
54,Other,Pune,Oppo,iOS,4.5,42.6,96,1.5,4443,6.0,0.5,1786,Education,13.53,1.03,Low
34,Male,Chennai,Oppo,iOS,10.6,28.3,180,4.5,689,7.0,4.1,708,Education,28.775,2.575,High
19,Male,Hyderabad,Oppo,Android,11.4,21.7,194,4.5,4948,4.3,0.0,1343,Social Media,20.555,0.355,High
22,Other,Jaipur,Realme,Android,9.3,21.2,48,0.8,7296,3.0,5.0,546,Work,21.89166666666667,3.7916666666666665,Very Low
41,Other,Jaipur,Google Pixel,iOS,8.0,47.9,156,3.1,7026,5.2,2.0,354,Work,21.811666666666667,3.5116666666666663,High
50,Other,Jaipur,Nokia,iOS,6.9,15.0,173,2.4,8166,4.1,4.8,525,Work,23.131666666666668,4.931666666666667,High
26,Female,Kolkata,Motorola,iOS,2.4,19.5,134,4.8,9287,5.6,3.7,1629,Gaming,21.246666666666663,4.746666666666667,Medium
31,Male,Delhi,Motorola,Android,10.4,21.4,119,1.3,248,7.4,4.9,1984,Education,25.01,1.01,Medium
27,Other,Delhi,Xiaomi,iOS,4.3,20.1,29,5.3,6540,6.3,4.2,1416,Entertainment,23.95833333333333,3.858333333333333,Very Low
54,Male,Kolkata,Realme,iOS,3.2,18.5,138,4.1,6117,0.9,3.1,796,Work,12.563333333333333,1.2633333333333332,Medium
43,Female,Ahmedabad,Apple,iOS,10.1,18.9,32,3.0,1586,3.2,4.9,1716,Work,22.070000000000004,0.87,Very Low
24,Female,Hyderabad,Samsung,Android,10.3,47.9,175,4.8,7790,6.5,1.1,367,Education,27.22,4.52,High
60,Female,Chennai,Xiaomi,Android,3.1,4.4,73,0.9,5023,2.4,1.1,1188,Gaming,11.83,4.33,Low
38,Other,Jaipur,Google Pixel,Android,7.3,44.3,58,4.1,4357,7.9,2.8,1814,Social Media,23.076666666666664,0.9766666666666668,Low
24,Male,Bangalore,Vivo,iOS,8.4,34.0,58,4.7,9786,3.8,3.6,1549,Gaming,25.430000000000003,4.930000000000001,Low
34,Male,Delhi,Realme,Android,3.7,12.8,111,3.5,1381,8.0,1.8,1500,Education,18.045,1.0450000000000002,Medium
28,Other,Ahmedabad,Samsung,iOS,8.5,25.1,142,0.9,7911,6.0,2.8,1083,Work,20.7,2.5,Medium
23,Other,Hyderabad,Nokia,Android,4.1,14.0,26,1.1,7727,4.8,1.1,555,Social Media,15.21,4.11,Very Low
16,Male,Delhi,Apple,Android,9.1,9.9,89,2.0,9075,4.2,2.0,663,Social Media,19.525,2.225,Low
19,Other,Kolkata,Apple,iOS,4.8,29.6,85,2.7,3899,7.0,0.2,783,Work,15.54,0.84,Low
57,Male,Lucknow,Vivo,Android,1.6,18.7,77,4.4,1291,2.0,2.7,1280,Social Media,14.366666666666664,3.6666666666666665,Low
17,Male,Lucknow,Vivo,Android,2.5,38.1,119,1.8,5179,6.4,1.3,408,Education,16.511666666666667,4.511666666666667,Medium
15,Other,Mumbai,Google Pixel,iOS,10.9,13.5,132,2.5,5377,4.6,3.7,1300,Social Media,23.325,1.625,Medium
17,Other,Bangalore,Motorola,iOS,8.7,20.9,34,2.1,1836,2.0,3.0,867,Social Media,16.15,0.35,Very Low
38,Other,Bangalore,Nokia,iOS,8.6,7.5,17,4.4,4190,2.9,4.6,1540,Work,21.65,1.15,Very Low
39,Other,Ahmedabad,Xiaomi,Android,9.7,13.3,93,1.7,4550,3.0,3.9,1461,Entertainment,19.76,1.46,Low
55,Other,Jaipur,Nokia,Android,1.6,37.6,126,1.8,6117,7.4,1.9,1819,Entertainment,16.495,3.795,Medium
19,Female,Ahmedabad,Google Pixel,iOS,7.3,46.6,109,3.8,1010,5.3,2.5,921,Gaming,22.371666666666663,3.4716666666666667,Medium
42,Female,Bangalore,OnePlus,iOS,4.2,40.9,88,5.2,6211,3.9,2.4,589,Education,18.346666666666668,2.646666666666667,Low
19,Female,Kolkata,Samsung,Android,3.7,32.7,87,3.4,1306,6.3,2.6,1596,Gaming,19.238333333333333,3.2383333333333337,Low
30,Other,Pune,Xiaomi,Android,1.3,30.2,86,4.9,9830,6.7,0.3,617,Social Media,14.760000000000002,1.5599999999999998,Low
52,Female,Hyderabad,Xiaomi,Android,3.0,39.5,126,5.8,7988,7.5,3.8,1912,Gaming,21.183333333333334,1.0833333333333333,Medium
34,Other,Chennai,Oppo,iOS,8.7,28.5,39,5.3,2493,1.0,3.4,702,Work,20.2,1.8,Very Low
25,Male,Hyderabad,Oppo,iOS,2.8,31.8,72,3.9,3966,0.6,1.3,645,Gaming,10.238333333333332,1.6383333333333332,Low
23,Female,Kolkata,Nokia,Android,10.0,17.4,199,4.3,1817,5.6,2.3,570,Social Media,23.231666666666666,1.0316666666666667,High
45,Male,Lucknow,Apple,iOS,10.2,12.4,71,0.9,1432,4.2,4.6,268,Gaming,24.38,4.48,Low
39,Other,Hyderabad,Motorola,Android,10.6,26.3,20,0.9,2643,4.2,0.9,1591,Work,17.278333333333332,0.6783333333333333,Very Low
46,Male,Jaipur,Samsung,iOS,5.7,1.1,31,4.3,8198,5.1,1.3,1310,Education,18.52,2.12,Very Low
54,Other,Mumbai,Oppo,iOS,5.2,17.9,164,4.5,4274,5.8,0.9,999,Work,21.205,4.805000000000001,High
45,Other,Bangalore,Samsung,iOS,2.2,13.9,16,3.9,6975,4.8,2.5,1767,Education,17.083333333333332,3.683333333333333,Very Low
35,Male,Ahmedabad,OnePlus,Android,1.3,34.1,128,5.8,735,0.8,2.4,1683,Entertainment,12.883333333333333,2.583333333333333,Medium
30,Female,Pune,Xiaomi,Android,7.4,26.6,82,4.1,9911,3.2,3.8,1026,Gaming,18.761666666666667,0.2616666666666666,Low
38,Male,Delhi,Vivo,iOS,9.3,11.4,125,2.8,2430,0.9,4.5,637,Education,18.351666666666667,0.8516666666666667,Medium
52,Female,Delhi,Samsung,iOS,8.2,14.1,53,4.1,7626,3.1,4.0,1477,Gaming,21.543333333333333,2.143333333333333,Very Low
37,Female,Hyderabad,Xiaomi,Android,5.7,42.7,114,0.6,1074,6.8,1.0,273,Gaming,18.891666666666666,4.791666666666667,Medium
20,Other,Hyderabad,Motorola,Android,5.2,10.2,169,6.0,479,6.1,4.2,1184,Education,26.285,4.785,High
47,Other,Bangalore,OnePlus,Android,5.5,42.2,147,1.0,6769,7.5,2.7,1703,Education,18.325,1.625,Medium
34,Male,Kolkata,Google Pixel,Android,3.7,11.1,99,5.8,1387,5.6,3.5,1431,Entertainment,20.638333333333332,2.038333333333333,Low
38,Other,Chennai,Apple,Android,10.8,16.6,53,4.1,4632,5.2,1.7,1522,Gaming,22.701666666666668,0.9016666666666668,Very Low
41,Male,Ahmedabad,Apple,iOS,11.9,39.3,52,5.0,4009,7.0,1.8,1491,Education,26.241666666666667,0.5416666666666666,Very Low
39,Female,Jaipur,Vivo,Android,3.4,18.7,165,2.9,623,7.6,3.3,1426,Education,19.556666666666665,2.356666666666667,High
53,Male,Kolkata,Nokia,iOS,11.1,31.4,10,0.8,1086,6.7,2.2,1074,Education,23.471666666666668,2.671666666666667,Very Low
50,Female,Ahmedabad,Samsung,iOS,7.0,37.5,49,4.2,7733,7.8,1.5,1621,Social Media,24.67333333333333,4.173333333333334,Very Low
16,Male,Bangalore,Oppo,iOS,2.1,7.4,188,0.7,1474,3.9,0.2,1344,Entertainment,11.56,4.66,High
25,Other,Bangalore,OnePlus,Android,5.7,4.6,88,3.0,9903,3.8,2.6,1330,Entertainment,19.758333333333333,4.658333333333333,Low
41,Other,Bangalore,Realme,iOS,4.7,12.3,169,3.3,5953,7.5,2.6,415,Education,20.315,2.2150000000000003,High
46,Female,Hyderabad,Apple,Android,2.1,22.3,154,3.7,8014,1.5,2.7,984,Work,13.511666666666668,3.5116666666666663,High
29,Male,Bangalore,OnePlus,iOS,3.0,46.4,59,1.9,6411,4.3,1.3,219,Education,14.58,4.08,Low
49,Female,Lucknow,Realme,iOS,1.9,22.2,12,4.6,7979,2.3,4.3,618,Gaming,15.220000000000002,2.12,Very Low
50,Female,Delhi,Samsung,iOS,10.9,15.0,56,1.7,605,4.3,4.4,1051,Social Media,25.266666666666666,3.966666666666667,Very Low
25,Male,Bangalore,Nokia,Android,6.2,22.1,110,1.4,6597,2.1,3.7,912,Social Media,14.918333333333331,1.518333333333333,Medium
36,Female,Mumbai,Samsung,iOS,6.9,18.3,63,4.8,7078,5.8,2.9,1016,Work,24.65833333333333,4.258333333333334,Low
21,Other,Ahmedabad,Oppo,Android,6.7,24.6,53,1.7,2344,3.5,3.0,712,Work,17.925,3.025,Very Low
45,Male,Bangalore,OnePlus,iOS,10.6,27.0,44,1.9,3040,1.2,2.5,1564,Education,20.133333333333333,3.933333333333333,Very Low
60,Male,Jaipur,Motorola,iOS,2.5,37.8,103,1.9,4389,5.5,2.2,1217,Work,14.806666666666668,2.7066666666666666,Low
22,Other,Hyderabad,Oppo,Android,1.2,34.9,39,2.0,8410,2.3,4.2,1723,Entertainment,10.278333333333332,0.5783333333333334,Very Low
35,Male,Jaipur,Vivo,Android,11.7,5.2,96,1.7,4499,3.8,3.0,1197,Entertainment,21.866666666666667,1.6666666666666667,Low
50,Other,Hyderabad,Vivo,Android,6.6,44.5,126,4.1,1187,6.5,0.0,437,Gaming,22.006666666666668,4.806666666666667,Medium
20,Male,Pune,Realme,iOS,11.0,38.4,117,1.2,7812,1.6,4.7,975,Entertainment,18.776666666666667,0.2766666666666666,Medium
41,Other,Chennai,Motorola,iOS,11.3,46.3,61,5.1,6348,3.8,0.9,975,Entertainment,23.92,2.82,Low
40,Female,Kolkata,Samsung,iOS,9.3,23.2,83,5.2,9889,1.3,2.2,931,Social Media,20.65,2.65,Low
27,Other,Pune,Vivo,Android,5.1,36.5,151,2.3,6454,4.2,4.4,358,Entertainment,16.948333333333334,0.9483333333333334,Medium
52,Male,Kolkata,Xiaomi,Android,5.1,16.6,109,1.7,9210,3.1,2.7,575,Gaming,12.77,0.1699999999999999,Medium
30,Male,Pune,Samsung,iOS,2.9,22.9,79,2.0,2543,1.1,1.5,1970,Entertainment,10.176666666666666,2.6766666666666667,Low
49,Female,Bangalore,Motorola,iOS,9.2,7.3,175,1.3,3303,3.4,0.5,415,Work,17.183333333333334,2.783333333333333,High
59,Male,Ahmedabad,Google Pixel,Android,3.8,23.4,82,0.7,1029,2.5,4.9,1270,Work,15.63,3.73,Low
16,Female,Bangalore,Vivo,Android,3.0,48.6,131,5.2,4244,2.3,2.6,727,Social Media,15.061666666666666,1.961666666666667,Medium
47,Other,Pune,Apple,Android,2.2,37.2,86,4.3,1185,2.3,3.3,512,Entertainment,13.746666666666668,1.6466666666666667,Low
39,Other,Lucknow,Apple,iOS,1.9,20.2,24,4.5,6119,3.7,4.2,1185,Work,18.96333333333333,4.663333333333333,Very Low
19,Female,Delhi,Nokia,Android,1.1,29.9,69,2.5,5432,7.6,2.7,792,Gaming,15.534999999999998,1.635,Low
40,Female,Kolkata,OnePlus,iOS,9.1,37.3,154,1.4,643,6.2,4.4,1581,Gaming,23.403333333333336,2.303333333333333,High
35,Other,Mumbai,Vivo,iOS,3.9,22.0,164,1.1,865,1.9,3.3,1716,Education,12.608333333333333,2.408333333333333,High
25,Female,Ahmedabad,Vivo,Android,11.0,47.9,64,2.7,4924,3.2,2.0,1812,Entertainment,23.328333333333333,4.428333333333333,Low
50,Female,Pune,Google Pixel,Android,5.7,49.1,166,5.9,5660,2.3,4.6,1615,Gaming,22.7,4.2,High
25,Other,Pune,Vivo,iOS,4.8,32.1,146,2.0,6665,3.3,4.2,481,Education,17.915,3.615,Medium
45,Female,Pune,Oppo,Android,1.6,24.8,138,3.3,2012,7.5,2.8,1546,Education,16.445,1.245,Medium
51,Male,Ahmedabad,Oppo,Android,4.0,29.4,150,3.1,3873,2.6,4.3,1966,Entertainment,14.461666666666666,0.4616666666666666,Medium
34,Male,Delhi,Motorola,Android,5.3,34.4,135,5.1,5017,5.4,4.6,625,Entertainment,23.345,2.945,Medium
59,Female,Chennai,Oppo,iOS,11.5,46.7,23,3.0,7990,8.0,4.5,730,Social Media,30.883333333333333,3.883333333333333,Very Low
58,Male,Hyderabad,Realme,Android,11.4,11.1,77,3.9,7072,4.7,0.8,797,Work,22.115,1.3150000000000002,Low
35,Male,Bangalore,Oppo,iOS,10.1,10.0,136,3.6,7334,1.4,1.0,1638,Gaming,20.24666666666667,4.1466666666666665,Medium
24,Other,Delhi,Samsung,iOS,5.1,12.6,19,5.9,1546,1.4,4.8,704,Social Media,19.211666666666662,2.0116666666666667,Very Low
59,Other,Bangalore,Vivo,iOS,8.1,11.5,178,1.1,2371,8.0,0.4,769,Education,21.956666666666663,4.3566666666666665,High
36,Female,Kolkata,Nokia,Android,10.3,2.8,55,1.7,4561,2.9,0.6,111,Gaming,17.003333333333334,1.5033333333333334,Very Low
50,Male,Mumbai,Xiaomi,iOS,9.5,41.5,174,2.8,9353,2.4,3.9,655,Social Media,19.40833333333333,0.8083333333333333,High
51,Female,Lucknow,Motorola,iOS,9.9,46.4,77,4.7,1239,2.3,2.5,1041,Work,23.491666666666667,4.091666666666667,Low
31,Other,Bangalore,Realme,Android,4.2,34.3,170,2.7,9848,7.9,1.9,1375,Education,20.5,3.8,High
38,Male,Pune,Vivo,Android,11.9,22.9,168,4.7,3302,5.9,2.3,113,Gaming,25.02,0.22,High
47,Male,Chennai,Realme,Android,4.3,27.9,92,2.8,3132,5.4,3.4,665,Work,16.471666666666668,0.5716666666666667,Low
58,Other,Pune,Xiaomi,iOS,3.0,17.6,68,1.1,6788,1.8,2.2,868,Education,10.858333333333333,2.7583333333333333,Low
41,Other,Hyderabad,Nokia,Android,7.7,22.0,31,1.1,6911,5.3,0.7,207,Social Media,18.03833333333333,3.2383333333333337,Very Low
35,Male,Delhi,Motorola,Android,8.1,31.1,42,5.3,4995,5.3,0.3,221,Entertainment,20.035,1.035,Very Low
34,Male,Ahmedabad,Motorola,iOS,6.4,27.2,83,2.4,571,2.5,2.6,426,Gaming,17.125,3.225,Low
17,Male,Bangalore,Google Pixel,Android,11.7,40.2,142,3.9,8459,6.5,2.1,417,Education,28.4,4.2,Medium
57,Male,Chennai,Vivo,iOS,5.1,29.4,13,1.7,5617,1.5,2.4,360,Gaming,12.425,1.725,Very Low
22,Male,Mumbai,Xiaomi,iOS,7.6,38.4,89,5.0,639,6.0,2.9,1976,Entertainment,22.731666666666666,1.231666666666667,Low
54,Male,Pune,Apple,iOS,6.4,41.0,20,5.5,5010,3.7,1.1,653,Social Media,18.613333333333337,1.913333333333333,Very Low
46,Other,Pune,Nokia,Android,11.5,33.3,179,5.2,3928,5.7,2.5,389,Entertainment,25.795,0.895,High
25,Female,Kolkata,Vivo,Android,5.8,6.7,21,1.5,1121,4.9,0.8,1888,Work,14.115,1.115,Very Low
31,Other,Jaipur,Apple,Android,9.6,15.1,19,3.2,578,1.2,2.2,1037,Work,19.846666666666668,3.646666666666667,Very Low
47,Male,Pune,OnePlus,iOS,2.7,44.9,108,3.6,7854,3.8,1.3,211,Social Media,16.05666666666667,4.656666666666666,Medium
53,Female,Hyderabad,Nokia,Android,11.7,34.3,63,3.4,7823,4.3,4.0,1375,Education,26.91,3.51,Low
43,Female,Delhi,Apple,iOS,10.0,47.5,151,5.3,1875,1.8,3.8,181,Entertainment,22.380000000000003,1.48,Medium
49,Female,Bangalore,Xiaomi,iOS,5.5,15.1,116,3.2,3253,7.1,4.2,247,Social Media,24.751666666666665,4.751666666666667,Medium
31,Female,Kolkata,Vivo,iOS,8.6,42.5,182,1.7,4949,1.5,4.5,326,Gaming,21.135,4.835,High
59,Other,Jaipur,Nokia,iOS,5.3,7.0,121,4.6,3150,2.1,3.3,113,Social Media,20.176666666666662,4.876666666666667,Medium
59,Other,Bangalore,OnePlus,iOS,9.7,45.2,48,5.9,5121,6.7,2.5,681,Gaming,25.968333333333334,1.1683333333333332,Very Low
27,Male,Mumbai,Vivo,iOS,9.3,12.3,110,5.9,9661,5.3,1.5,1634,Work,23.86,1.86,Medium
56,Male,Kolkata,Xiaomi,Android,4.1,29.5,95,6.0,4047,6.6,0.6,898,Social Media,18.29,0.99,Low
19,Other,Delhi,Vivo,iOS,6.5,11.9,92,4.1,1710,2.7,2.2,295,Education,18.28833333333333,2.7883333333333336,Low
32,Female,Delhi,Realme,iOS,2.9,7.7,98,2.3,4794,7.4,4.4,1300,Social Media,18.686666666666667,1.6866666666666668,Low
49,Female,Hyderabad,OnePlus,Android,7.2,3.6,43,4.6,1912,3.8,0.3,1150,Social Media,19.243333333333336,3.3433333333333333,Very Low
44,Other,Chennai,Xiaomi,Android,4.0,46.0,28,5.3,7252,6.3,3.1,1371,Entertainment,22.58833333333334,3.8883333333333336,Very Low
50,Other,Mumbai,Nokia,iOS,5.7,8.3,11,2.3,2500,6.2,4.8,322,Entertainment,19.466666666666665,0.4666666666666667,Very Low
56,Female,Delhi,Motorola,iOS,1.2,1.9,103,2.1,889,3.9,0.4,1231,Work,8.063333333333333,0.4633333333333333,Low
25,Other,Jaipur,Google Pixel,Android,3.1,19.9,198,2.9,2628,2.0,3.4,1860,Education,15.111666666666666,3.7116666666666656,High
21,Male,Delhi,Nokia,iOS,11.8,10.3,124,5.0,3120,0.8,2.5,1012,Education,22.505000000000003,2.405,Medium
32,Female,Kolkata,Oppo,Android,9.0,7.1,140,4.7,2214,7.4,1.7,789,Education,23.968333333333334,1.1683333333333332,Medium
39,Male,Hyderabad,Nokia,iOS,8.3,36.4,77,2.8,9856,4.6,1.9,229,Social Media,21.69666666666667,4.096666666666667,Low
48,Female,Mumbai,OnePlus,iOS,8.5,20.9,78,2.1,8186,7.2,3.3,188,Gaming,24.168333333333337,3.0683333333333334,Low
28,Other,Hyderabad,Vivo,Android,10.0,2.7,66,0.6,4988,4.0,1.5,1802,Social Media,17.848333333333336,1.7483333333333335,Low
50,Male,Jaipur,OnePlus,Android,10.3,3.4,80,2.7,1729,4.6,1.0,1280,Entertainment,22.461666666666662,3.8616666666666655,Low
42,Female,Kolkata,Realme,Android,3.1,30.0,68,5.3,3228,5.9,0.0,539,Social Media,17.833333333333336,3.533333333333333,Low
57,Other,Mumbai,OnePlus,iOS,4.7,8.2,186,1.5,8126,2.8,0.1,764,Entertainment,12.33,3.23,High
23,Male,Delhi,Xiaomi,iOS,10.7,36.7,84,1.2,1654,4.6,1.6,1798,Social Media,22.308333333333334,4.208333333333333,Low
38,Male,Bangalore,Samsung,iOS,4.2,33.6,193,4.3,7485,0.6,0.6,678,Social Media,9.96,0.26,High
57,Male,Ahmedabad,Nokia,Android,11.6,10.1,61,5.8,1623,6.1,1.6,1401,Entertainment,25.59166666666667,0.4916666666666666,Low
16,Other,Jaipur,OnePlus,iOS,1.8,8.4,200,2.5,7755,3.6,2.2,1845,Gaming,12.216666666666669,2.1166666666666667,High
35,Other,Kolkata,Nokia,Android,2.2,4.6,27,4.4,6755,4.6,4.7,1298,Education,19.51,3.61,Very Low
41,Male,Bangalore,Samsung,iOS,5.4,36.7,55,2.4,8944,6.7,1.5,1954,Gaming,20.488333333333333,4.488333333333333,Very Low
42,Male,Kolkata,Vivo,iOS,7.4,42.1,39,2.6,947,1.7,2.8,208,Entertainment,17.884999999999998,3.385,Very Low
55,Male,Chennai,Nokia,iOS,1.7,46.6,77,4.4,5200,7.4,2.3,983,Work,16.03666666666667,0.2366666666666666,Low
26,Other,Mumbai,Vivo,Android,4.3,22.4,18,5.8,2430,3.4,0.0,1075,Entertainment,14.873333333333331,1.3733333333333335,Very Low
49,Female,Bangalore,OnePlus,iOS,3.9,11.0,57,2.9,8521,4.6,3.6,609,Gaming,17.51833333333333,2.518333333333333,Very Low
26,Other,Delhi,Oppo,Android,9.0,16.1,181,1.9,9051,3.6,1.0,222,Education,20.346666666666668,4.846666666666667,High
36,Other,Chennai,Samsung,iOS,10.8,5.3,125,3.8,9878,6.6,4.1,1476,Social Media,26.175000000000004,0.875,Medium
38,Female,Jaipur,Realme,iOS,3.8,39.1,162,4.1,5268,1.0,1.7,1816,Social Media,13.958333333333332,3.3583333333333334,High
48,Other,Delhi,Samsung,iOS,9.2,36.9,172,3.3,5567,6.4,1.5,887,Social Media,22.156666666666663,1.7566666666666668,High
17,Other,Pune,Samsung,Android,3.4,47.4,24,1.6,4666,7.8,3.6,269,Gaming,17.666666666666668,1.2666666666666666,Very Low
